구분,대여소명,,대여일자,대여건수,반납건수,합계,위도,경도
강남구,2334, 삼호아파트 2동 ( 간선도로),202001,177,117,294,37.493759,127.045898
강남구,2334, 삼호아파트 2동 ( 간선도로),202002,142,93,235,37.493759,127.045898
강남구,2334, 삼호아파트 2동 ( 간선도로),202003,207,150,357,37.493759,127.045898
강남구,2334, 삼호아파트 2동 ( 간선도로),202004,148,148,296,37.493759,127.045898
강남구,2334, 삼호아파트 2동 ( 간선도로),202005,115,118,233,37.493759,127.045898
강남구,2334, 삼호아파트 2동 ( 간선도로),202006,159,157,316,37.493759,127.045898
강남구,2335, 3호선 매봉역 3번출구앞,201901,311,319,630,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201902,329,324,653,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201903,618,671,1289,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201904,1029,1088,2117,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201905,1403,1395,2798,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201906,1550,1528,3078,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201907,1404,1391,2795,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201908,1301,1294,2595,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201909,1465,1473,2938,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201910,1603,1671,3274,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201911,1095,1185,2280,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,201912,640,666,1306,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,202001,505,559,1064,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,202002,387,410,797,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,202003,787,798,1585,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,202004,975,962,1937,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,202005,1120,1112,2232,37.486767,127.046761
강남구,2335, 3호선 매봉역 3번출구앞,202006,1295,1285,2580,37.486767,127.046761
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201901,116,108,224,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201902,89,90,179,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201903,224,213,437,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201904,355,324,679,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201905,558,411,969,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201906,622,475,1097,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201907,556,460,1016,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201908,528,426,954,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201909,539,411,950,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201910,558,434,992,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201911,332,271,603,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,201912,165,98,263,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,202001,144,83,227,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,202002,142,94,236,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,202003,321,255,576,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,202004,301,288,589,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,202005,295,293,588,37.494236,127.047462
강남구,2336, 강남세브란스교차로 래미안그레이튼 104동 앞,202006,292,279,571,37.494236,127.047462
강남구,2337, 대모산입구역 2번출구 앞,201901,111,55,166,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201902,137,74,211,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201903,271,184,455,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201904,430,344,774,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201905,510,449,959,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201906,424,415,839,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201907,488,411,899,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201908,469,407,876,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201909,461,392,853,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201910,462,408,870,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201911,332,233,565,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,201912,236,157,393,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,202001,209,172,381,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,202002,179,160,339,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,202003,360,352,712,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,202004,409,381,790,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,202005,454,435,889,37.492077,127.071976
강남구,2337, 대모산입구역 2번출구 앞,202006,533,452,985,37.492077,127.071976
강남구,2339, 현대아파트 정문 앞,201901,110,108,218,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201902,122,139,261,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201903,243,227,470,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201904,433,394,827,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201905,529,499,1028,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201906,608,559,1167,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201907,529,501,1030,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201908,549,517,1066,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201909,677,614,1291,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201910,737,700,1437,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201911,505,492,997,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,201912,267,256,523,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,202001,269,237,506,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,202002,201,189,390,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,202003,420,405,825,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,202004,408,410,818,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,202005,576,560,1136,37.483261,127.052299
강남구,2339, 현대아파트 정문 앞,202006,568,545,1113,37.483261,127.052299
강남구,2340, 삼호물산버스정류장(23370) 옆,201901,311,354,665,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201902,304,337,641,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201903,654,780,1434,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201904,1326,1617,2943,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201905,2001,2204,4205,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201906,2357,2553,4910,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201907,2093,2376,4469,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201908,1777,2071,3848,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201909,1798,2016,3814,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201910,2150,2337,4487,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201911,1272,1486,2758,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,201912,666,770,1436,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,202001,627,682,1309,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,202002,613,713,1326,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,202003,1378,1413,2791,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,202004,1407,1399,2806,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,202005,1498,1495,2993,37.477509,127.045174
강남구,2340, 삼호물산버스정류장(23370) 옆,202006,1880,1884,3764,37.477509,127.045174
강남구,2341, 일원역 4~5번 출구 사이,201901,180,125,305,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201902,162,133,295,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201903,183,129,312,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201904,340,227,567,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201905,330,315,645,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201906,322,281,603,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201907,385,266,651,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201908,332,241,573,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201909,436,328,764,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201910,333,303,636,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201911,275,183,458,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,201912,139,97,236,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,202001,154,104,258,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,202002,130,106,236,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,202003,310,285,595,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,202004,430,408,838,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,202005,403,383,786,37.483311,127.084938
강남구,2341, 일원역 4~5번 출구 사이,202006,461,350,811,37.483311,127.084938
강남구,2342, 대청역 1번출구 뒤,201901,371,397,768,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201902,366,389,755,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201903,686,824,1510,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201904,1200,1350,2550,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201905,1889,2059,3948,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201906,2096,2254,4350,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201907,1832,2098,3930,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201908,1777,1929,3706,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201909,1907,2017,3924,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201910,2271,2374,4645,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201911,1397,1487,2884,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,201912,821,899,1720,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,202001,703,779,1482,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,202002,716,782,1498,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,202003,1735,1752,3487,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,202004,2253,2282,4535,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,202005,2382,2391,4773,37.494007,127.079514
강남구,2342, 대청역 1번출구 뒤,202006,2324,2361,4685,37.494007,127.079514
강남구,2343, 세곡사거리 대왕파출소 앞,201901,43,45,88,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201902,34,39,73,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201903,55,48,103,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201904,101,79,180,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201905,203,215,418,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201906,209,217,426,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201907,177,187,364,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201908,159,154,313,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201909,113,124,237,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201910,171,170,341,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201911,114,104,218,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,201912,38,44,82,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,202001,50,42,92,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,202002,56,54,110,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,202003,125,120,245,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,202004,180,160,340,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,202005,198,193,391,37.465317,127.107727
강남구,2343, 세곡사거리 대왕파출소 앞,202006,179,178,357,37.465317,127.107727
강남구,2344, 리엔파크 2단지 앞,201901,148,157,305,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201902,142,177,319,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201903,286,275,561,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201904,362,416,778,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201905,605,588,1193,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201906,697,769,1466,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201907,659,766,1425,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201908,662,810,1472,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201909,641,775,1416,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201910,723,778,1501,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201911,399,469,868,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,201912,223,255,478,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,202001,192,225,417,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,202002,240,243,483,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,202003,462,476,938,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,202004,811,838,1649,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,202005,855,858,1713,37.465061,127.101196
강남구,2344, 리엔파크 2단지 앞,202006,867,862,1729,37.465061,127.101196
강남구,2347, 두산건설 본사,201901,139,66,205,37.518639,127.0354
강남구,2347, 두산건설 본사,201902,100,50,150,37.518639,127.0354
강남구,2347, 두산건설 본사,201903,239,107,346,37.518639,127.0354
강남구,2347, 두산건설 본사,201904,414,146,560,37.518639,127.0354
강남구,2347, 두산건설 본사,201905,531,234,765,37.518639,127.0354
강남구,2347, 두산건설 본사,201906,648,254,902,37.518639,127.0354
강남구,2347, 두산건설 본사,201907,730,275,1005,37.518639,127.0354
강남구,2347, 두산건설 본사,201908,717,257,974,37.518639,127.0354
강남구,2347, 두산건설 본사,201909,575,200,775,37.518639,127.0354
강남구,2347, 두산건설 본사,201910,745,271,1016,37.518639,127.0354
강남구,2347, 두산건설 본사,201911,491,183,674,37.518639,127.0354
강남구,2347, 두산건설 본사,201912,229,100,329,37.518639,127.0354
강남구,2347, 두산건설 본사,202001,234,104,338,37.518639,127.0354
강남구,2347, 두산건설 본사,202002,164,68,232,37.518639,127.0354
강남구,2347, 두산건설 본사,202003,328,126,454,37.518639,127.0354
강남구,2347, 두산건설 본사,202004,424,158,582,37.518639,127.0354
강남구,2347, 두산건설 본사,202005,322,123,445,37.518639,127.0354
강남구,2347, 두산건설 본사,202006,444,177,621,37.518639,127.0354
강남구,2348, 포스코사거리(기업은행),201901,503,645,1148,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201902,441,472,913,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201903,721,884,1605,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201904,1551,1681,3232,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201905,2254,2247,4501,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201906,2466,2360,4826,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201907,2442,2405,4847,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201908,1949,1936,3885,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201909,1932,1993,3925,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201910,2447,2421,4868,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201911,1505,1757,3262,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),201912,759,976,1735,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),202001,753,974,1727,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),202002,672,807,1479,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),202003,1304,1309,2613,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),202004,1686,1766,3452,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),202005,1749,1809,3558,37.507233,127.056854
강남구,2348, 포스코사거리(기업은행),202006,2040,2257,4297,37.507233,127.056854
강남구,2349, 역삼빌딩 앞(하나은행 옆),201901,289,163,452,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201902,256,169,425,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201903,613,345,958,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201904,905,408,1313,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201905,1060,513,1573,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201906,931,573,1504,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201907,737,432,1169,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201908,600,393,993,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201909,582,409,991,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201910,708,488,1196,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201911,658,366,1024,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),201912,271,164,435,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),202001,336,173,509,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),202002,197,141,338,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),202003,326,236,562,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),202004,330,313,643,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),202005,363,341,704,37.501545,127.038567
강남구,2349, 역삼빌딩 앞(하나은행 옆),202006,349,340,689,37.501545,127.038567
강남구,2350, 래미안그레이튼102동앞,201901,129,126,255,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201902,111,101,212,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201903,178,169,347,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201904,287,287,574,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201905,547,469,1016,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201906,577,464,1041,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201907,472,374,846,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201908,471,346,817,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201909,397,281,678,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201910,558,379,937,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201911,307,237,544,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,201912,157,130,287,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,202001,156,128,284,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,202002,147,130,277,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,202003,310,241,551,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,202004,307,303,610,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,202005,318,318,636,37.494823,127.047905
강남구,2350, 래미안그레이튼102동앞,202006,359,351,710,37.494823,127.047905
강남구,2351, 청소년수련관(수영장)앞,201901,17,8,25,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201903,77,40,117,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201904,203,146,349,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201905,254,254,508,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201906,291,289,580,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201907,341,248,589,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201908,278,252,530,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201909,337,234,571,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201910,253,217,470,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201911,175,137,312,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,201912,70,53,123,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,202001,98,89,187,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,202002,95,80,175,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,202003,150,142,292,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,202004,315,308,623,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,202005,320,314,634,37.483879,127.089027
강남구,2351, 청소년수련관(수영장)앞,202006,236,201,437,37.483879,127.089027
강남구,2352, 서울본부세관(건설회관 앞),201901,155,67,222,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201902,94,50,144,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201903,267,120,387,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201904,387,134,521,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201905,466,207,673,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201906,489,170,659,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201907,459,156,615,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201908,440,147,587,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201909,421,156,577,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201910,495,190,685,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201911,351,156,507,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),201912,194,71,265,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),202001,184,83,267,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),202002,147,66,213,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),202003,270,119,389,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),202004,353,156,509,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),202005,280,115,395,37.51759,127.035027
강남구,2352, 서울본부세관(건설회관 앞),202006,312,142,454,37.51759,127.035027
강남구,2353, 강남구청역 2번출구 뒤,201901,337,174,511,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201902,253,138,391,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201903,605,320,925,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201904,953,544,1497,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201905,1168,744,1912,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201906,1178,751,1929,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201907,1123,710,1833,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201908,1047,682,1729,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201909,740,569,1309,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201910,795,659,1454,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201911,735,434,1169,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,201912,447,268,715,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,202001,347,259,606,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,202002,294,225,519,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,202003,593,355,948,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,202004,804,460,1264,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,202005,664,446,1110,37.516811,127.040474
강남구,2353, 강남구청역 2번출구 뒤,202006,824,499,1323,37.516811,127.040474
강남구,2354, 청담역 2번출구,201901,102,101,203,37.519787,127.056763
강남구,2354, 청담역 2번출구,201902,92,82,174,37.519787,127.056763
강남구,2354, 청담역 2번출구,201903,186,171,357,37.519787,127.056763
강남구,2354, 청담역 2번출구,201904,303,250,553,37.519787,127.056763
강남구,2354, 청담역 2번출구,201905,390,383,773,37.519787,127.056763
강남구,2354, 청담역 2번출구,201906,362,351,713,37.519787,127.056763
강남구,2354, 청담역 2번출구,201907,329,323,652,37.519787,127.056763
강남구,2354, 청담역 2번출구,201908,321,322,643,37.519787,127.056763
강남구,2354, 청담역 2번출구,201909,287,277,564,37.519787,127.056763
강남구,2354, 청담역 2번출구,201910,358,360,718,37.519787,127.056763
강남구,2354, 청담역 2번출구,201911,262,259,521,37.519787,127.056763
강남구,2354, 청담역 2번출구,201912,126,126,252,37.519787,127.056763
강남구,2354, 청담역 2번출구,202001,154,143,297,37.519787,127.056763
강남구,2354, 청담역 2번출구,202002,134,131,265,37.519787,127.056763
강남구,2354, 청담역 2번출구,202003,270,253,523,37.519787,127.056763
강남구,2354, 청담역 2번출구,202004,327,325,652,37.519787,127.056763
강남구,2354, 청담역 2번출구,202005,355,347,702,37.519787,127.056763
강남구,2354, 청담역 2번출구,202006,364,352,716,37.519787,127.056763
강남구,2355, 삼성역 5~6번 출구 사이,201901,602,606,1208,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201902,500,512,1012,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201903,1112,1095,2207,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201904,1696,1629,3325,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201905,2148,2120,4268,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201906,2220,2151,4371,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201907,1862,1851,3713,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201908,1693,1664,3357,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201909,1870,1847,3717,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201910,2309,2304,4613,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201911,1456,1436,2892,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,201912,777,780,1557,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,202001,716,715,1431,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,202002,599,599,1198,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,202003,1023,1020,2043,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,202004,1276,1260,2536,37.509121,127.062309
강남구,2355, 삼성역 5~6번 출구 사이,202005,1603,1585,3188,37.509121,127.062309
